instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
167,2011-01-08,1,0,1,5,0,6,0,Cloudy,0.16,0.1667,0.74,0.1642,0,5,5,Springer,0.3902439024390244,0.3334,0.74,0.24507462686567164
168,2011-01-08,1,0,1,6,0,6,0,Cloudy,0.16,0.1667,0.74,0.1642,0,2,2,Springer,0.3902439024390244,0.3334,0.74,0.24507462686567164
169,2011-01-08,1,0,1,7,0,6,0,Cloudy,0.16,0.1818,0.74,0.1045,1,8,9,Springer,0.3902439024390244,0.3636,0.74,0.15597014925373134
170,2011-01-08,1,0,1,8,0,6,0,Rainy,0.16,0.1818,0.93,0.1045,0,15,15,Springer,0.3902439024390244,0.3636,0.93,0.15597014925373134
171,2011-01-08,1,0,1,9,0,6,0,Rainy,0.16,0.1818,0.93,0.1045,0,20,20,Springer,0.3902439024390244,0.3636,0.93,0.15597014925373134
172,2011-01-08,1,0,1,10,0,6,0,Cloudy,0.18,0.197,0.8,0.1642,5,56,61,Springer,0.4390243902439024,0.394,0.8,0.24507462686567164
173,2011-01-08,1,0,1,11,0,6,0,Cloudy,0.2,0.1818,0.69,0.3881,2,60,62,Springer,0.4878048780487805,0.3636,0.69,0.5792537313432835
174,2011-01-08,1,0,1,12,0,6,0,Cloudy,0.2,0.1818,0.59,0.3582,8,90,98,Springer,0.4878048780487805,0.3636,0.59,0.5346268656716419
175,2011-01-08,1,0,1,13,0,6,0,Sunny,0.2,0.1818,0.44,0.3284,7,95,102,Springer,0.4878048780487805,0.3636,0.44,0.49014925373134327
176,2011-01-08,1,0,1,14,0,6,0,Sunny,0.2,0.1667,0.32,0.4925,12,83,95,Springer,0.4878048780487805,0.3334,0.32,0.7350746268656717
177,2011-01-08,1,0,1,15,0,6,0,Sunny,0.2,0.1667,0.32,0.4478,5,69,74,Springer,0.4878048780487805,0.3334,0.32,0.6683582089552238
178,2011-01-08,1,0,1,16,0,6,0,Sunny,0.18,0.1364,0.29,0.4478,8,68,76,Springer,0.4390243902439024,0.2728,0.29,0.6683582089552238
179,2011-01-08,1,0,1,17,0,6,0,Sunny,0.16,0.1212,0.37,0.5522,5,64,69,Springer,0.3902439024390244,0.2424,0.37,0.824179104477612
180,2011-01-08,1,0,1,18,0,6,0,Sunny,0.14,0.1212,0.39,0.2985,3,52,55,Springer,0.34146341463414637,0.2424,0.39,0.4455223880597015
181,2011-01-08,1,0,1,19,0,6,0,Sunny,0.14,0.1212,0.36,0.2537,4,26,30,Springer,0.34146341463414637,0.2424,0.36,0.37865671641791043
182,2011-01-08,1,0,1,20,0,6,0,Sunny,0.12,0.1212,0.36,0.2537,0,28,28,Springer,0.2926829268292683,0.2424,0.36,0.37865671641791043
183,2011-01-08,1,0,1,21,0,6,0,Sunny,0.12,0.1061,0.39,0.3582,2,35,37,Springer,0.2926829268292683,0.21220000000000003,0.39,0.5346268656716419
184,2011-01-08,1,0,1,22,0,6,0,Sunny,0.12,0.1061,0.36,0.3881,1,33,34,Springer,0.2926829268292683,0.21220000000000003,0.36,0.5792537313432835
185,2011-01-08,1,0,1,23,0,6,0,Sunny,0.1,0.0606,0.39,0.4478,0,22,22,Springer,0.24390243902439024,0.1212,0.39,0.6683582089552238
186,2011-01-09,1,0,1,0,0,0,0,Sunny,0.1,0.0758,0.42,0.3881,1,24,25,Springer,0.24390243902439024,0.1516,0.42,0.5792537313432835
187,2011-01-09,1,0,1,1,0,0,0,Sunny,0.1,0.0606,0.42,0.4627,0,12,12,Springer,0.24390243902439024,0.1212,0.42,0.6905970149253732
188,2011-01-09,1,0,1,2,0,0,0,Sunny,0.1,0.0606,0.46,0.4627,0,11,11,Springer,0.24390243902439024,0.1212,0.45999999999999996,0.6905970149253732
189,2011-01-09,1,0,1,3,0,0,0,Sunny,0.1,0.0758,0.46,0.4179,0,4,4,Springer,0.24390243902439024,0.1516,0.45999999999999996,0.623731343283582
190,2011-01-09,1,0,1,4,0,0,0,Sunny,0.08,0.0909,0.53,0.194,0,1,1,Springer,0.1951219512195122,0.1818,0.53,0.2895522388059702
191,2011-01-09,1,0,1,5,0,0,0,Sunny,0.08,0.0909,0.53,0.194,0,1,1,Springer,0.1951219512195122,0.1818,0.53,0.2895522388059702
192,2011-01-09,1,0,1,6,0,0,0,Sunny,0.1,0.0909,0.49,0.2836,0,1,1,Springer,0.24390243902439024,0.1818,0.49,0.42328358208955225
193,2011-01-09,1,0,1,7,0,0,0,Sunny,0.08,0.0909,0.53,0.194,1,5,6,Springer,0.1951219512195122,0.1818,0.53,0.2895522388059702
194,2011-01-09,1,0,1,8,0,0,0,Sunny,0.1,0.0909,0.49,0.2836,0,10,10,Springer,0.24390243902439024,0.1818,0.49,0.42328358208955225
195,2011-01-09,1,0,1,9,0,0,0,Sunny,0.12,0.0758,0.46,0.5224,0,19,19,Springer,0.2926829268292683,0.1516,0.45999999999999996,0.7797014925373134
196,2011-01-09,1,0,1,10,0,0,0,Sunny,0.14,0.1061,0.43,0.3881,0,49,49,Springer,0.34146341463414637,0.21220000000000003,0.43,0.5792537313432835
197,2011-01-09,1,0,1,11,0,0,0,Sunny,0.16,0.1212,0.4,0.5224,2,47,49,Springer,0.3902439024390244,0.2424,0.4,0.7797014925373134
198,2011-01-09,1,0,1,12,0,0,0,Sunny,0.18,0.1364,0.37,0.4478,4,79,83,Springer,0.4390243902439024,0.2728,0.37,0.6683582089552238
199,2011-01-09,1,0,1,13,0,0,0,Sunny,0.2,0.1667,0.34,0.4478,6,69,75,Springer,0.4878048780487805,0.3334,0.34,0.6683582089552238
200,2011-01-09,1,0,1,14,0,0,0,Sunny,0.22,0.1818,0.32,0.4627,8,64,72,Springer,0.5365853658536586,0.3636,0.32,0.6905970149253732
201,2011-01-09,1,0,1,15,0,0,0,Sunny,0.22,0.197,0.35,0.3582,5,77,82,Springer,0.5365853658536586,0.394,0.35,0.5346268656716419
202,2011-01-09,1,0,1,16,0,0,0,Sunny,0.2,0.1667,0.34,0.4478,13,79,92,Springer,0.4878048780487805,0.3334,0.34,0.6683582089552238
203,2011-01-09,1,0,1,17,0,0,0,Sunny,0.18,0.1515,0.37,0.3881,3,59,62,Springer,0.4390243902439024,0.303,0.37,0.5792537313432835
204,2011-01-09,1,0,1,18,0,0,0,Sunny,0.16,0.1364,0.4,0.3284,4,44,48,Springer,0.3902439024390244,0.2728,0.4,0.49014925373134327
205,2011-01-09,1,0,1,19,0,0,0,Sunny,0.16,0.1364,0.43,0.3284,1,40,41,Springer,0.3902439024390244,0.2728,0.43,0.49014925373134327
206,2011-01-09,1,0,1,20,0,0,0,Sunny,0.14,0.1212,0.46,0.2537,0,38,38,Springer,0.34146341463414637,0.2424,0.45999999999999996,0.37865671641791043
207,2011-01-09,1,0,1,21,0,0,0,Sunny,0.14,0.1061,0.46,0.4179,1,19,20,Springer,0.34146341463414637,0.21220000000000003,0.45999999999999996,0.623731343283582
208,2011-01-09,1,0,1,22,0,0,0,Sunny,0.14,0.1212,0.46,0.2985,5,10,15,Springer,0.34146341463414637,0.2424,0.45999999999999996,0.4455223880597015
209,2011-01-09,1,0,1,23,0,0,0,Sunny,0.12,0.1364,0.5,0.194,0,6,6,Springer,0.2926829268292683,0.2728,0.5,0.2895522388059702
210,2011-01-10,1,0,1,0,0,1,1,Sunny,0.12,0.1212,0.5,0.2836,2,3,5,Springer,0.2926829268292683,0.2424,0.5,0.42328358208955225
211,2011-01-10,1,0,1,1,0,1,1,Sunny,0.12,0.1212,0.5,0.2836,1,0,1,Springer,0.2926829268292683,0.2424,0.5,0.42328358208955225
212,2011-01-10,1,0,1,2,0,1,1,Sunny,0.12,0.1212,0.5,0.2239,0,3,3,Springer,0.2926829268292683,0.2424,0.5,0.3341791044776119
213,2011-01-10,1,0,1,3,0,1,1,Sunny,0.12,0.1212,0.5,0.2239,0,1,1,Springer,0.2926829268292683,0.2424,0.5,0.3341791044776119
214,2011-01-10,1,0,1,4,0,1,1,Sunny,0.1,0.1212,0.54,0.1343,1,2,3,Springer,0.24390243902439024,0.2424,0.54,0.20044776119402985
215,2011-01-10,1,0,1,5,0,1,1,Sunny,0.1,0.1061,0.54,0.2537,0,3,3,Springer,0.24390243902439024,0.21220000000000003,0.54,0.37865671641791043
216,2011-01-10,1,0,1,6,0,1,1,Sunny,0.12,0.1212,0.5,0.2836,0,31,31,Springer,0.2926829268292683,0.2424,0.5,0.42328358208955225
217,2011-01-10,1,0,1,7,0,1,1,Sunny,0.12,0.1212,0.5,0.2239,2,75,77,Springer,0.2926829268292683,0.2424,0.5,0.3341791044776119
218,2011-01-10,1,0,1,8,0,1,1,Cloudy,0.12,0.1212,0.5,0.2836,4,184,188,Springer,0.2926829268292683,0.2424,0.5,0.42328358208955225
219,2011-01-10,1,0,1,9,0,1,1,Cloudy,0.14,0.1212,0.5,0.2537,2,92,94,Springer,0.34146341463414637,0.2424,0.5,0.37865671641791043
220,2011-01-10,1,0,1,10,0,1,1,Cloudy,0.14,0.1212,0.5,0.2985,0,31,31,Springer,0.34146341463414637,0.2424,0.5,0.4455223880597015
221,2011-01-10,1,0,1,11,0,1,1,Cloudy,0.16,0.1364,0.47,0.2836,2,28,30,Springer,0.3902439024390244,0.2728,0.4699999999999999,0.42328358208955225
222,2011-01-10,1,0,1,12,0,1,1,Cloudy,0.2,0.1818,0.4,0.2836,5,47,52,Springer,0.4878048780487805,0.3636,0.4,0.42328358208955225
223,2011-01-10,1,0,1,13,0,1,1,Cloudy,0.2,0.1818,0.4,0.2836,4,50,54,Springer,0.4878048780487805,0.3636,0.4,0.42328358208955225
224,2011-01-10,1,0,1,14,0,1,1,Cloudy,0.2,0.197,0.4,0.2239,0,47,47,Springer,0.4878048780487805,0.394,0.4,0.3341791044776119
225,2011-01-10,1,0,1,15,0,1,1,Cloudy,0.2,0.197,0.4,0.2239,2,43,45,Springer,0.4878048780487805,0.394,0.4,0.3341791044776119
226,2011-01-10,1,0,1,16,0,1,1,Sunny,0.2,0.2121,0.4,0.1343,4,70,74,Springer,0.4878048780487805,0.4242,0.4,0.20044776119402985
227,2011-01-10,1,0,1,17,0,1,1,Sunny,0.2,0.2273,0.4,0.1045,4,174,178,Springer,0.4878048780487805,0.45459999999999995,0.4,0.15597014925373134
228,2011-01-10,1,0,1,18,0,1,1,Sunny,0.2,0.197,0.4,0.2239,1,154,155,Springer,0.4878048780487805,0.394,0.4,0.3341791044776119
229,2011-01-10,1,0,1,19,0,1,1,Sunny,0.16,0.1667,0.47,0.1642,3,92,95,Springer,0.3902439024390244,0.3334,0.4699999999999999,0.24507462686567164
230,2011-01-10,1,0,1,20,0,1,1,Sunny,0.16,0.1667,0.5,0.1642,1,73,74,Springer,0.3902439024390244,0.3334,0.5,0.24507462686567164
231,2011-01-10,1,0,1,21,0,1,1,Sunny,0.14,0.1364,0.59,0.194,1,37,38,Springer,0.34146341463414637,0.2728,0.59,0.2895522388059702
232,2011-01-10,1,0,1,22,0,1,1,Sunny,0.14,0.1515,0.59,0.1642,2,22,24,Springer,0.34146341463414637,0.303,0.59,0.24507462686567164
233,2011-01-10,1,0,1,23,0,1,1,Sunny,0.14,0.1515,0.59,0.1642,0,18,18,Springer,0.34146341463414637,0.303,0.59,0.24507462686567164
234,2011-01-11,1,0,1,0,0,2,1,Sunny,0.14,0.1667,0.59,0.1045,2,10,12,Springer,0.34146341463414637,0.3334,0.59,0.15597014925373134
235,2011-01-11,1,0,1,1,0,2,1,Sunny,0.14,0.1515,0.59,0.1642,0,3,3,Springer,0.34146341463414637,0.303,0.59,0.24507462686567164
236,2011-01-11,1,0,1,2,0,2,1,Cloudy,0.16,0.1515,0.55,0.194,0,3,3,Springer,0.3902439024390244,0.303,0.55,0.2895522388059702
237,2011-01-11,1,0,1,5,0,2,1,Cloudy,0.16,0.1818,0.55,0.1343,0,6,6,Springer,0.3902439024390244,0.3636,0.55,0.20044776119402985
238,2011-01-11,1,0,1,6,0,2,1,Cloudy,0.16,0.1818,0.55,0.1343,0,27,27,Springer,0.3902439024390244,0.3636,0.55,0.20044776119402985
239,2011-01-11,1,0,1,7,0,2,1,Cloudy,0.16,0.2273,0.55,0.0,2,97,99,Springer,0.3902439024390244,0.45459999999999995,0.55,0.0
240,2011-01-11,1,0,1,8,0,2,1,Cloudy,0.18,0.2121,0.51,0.0896,3,214,217,Springer,0.4390243902439024,0.4242,0.51,0.1337313432835821
241,2011-01-11,1,0,1,9,0,2,1,Cloudy,0.18,0.197,0.51,0.1642,3,127,130,Springer,0.4390243902439024,0.394,0.51,0.24507462686567164
242,2011-01-11,1,0,1,10,0,2,1,Cloudy,0.2,0.2121,0.51,0.1642,3,51,54,Springer,0.4878048780487805,0.4242,0.51,0.24507462686567164
243,2011-01-11,1,0,1,11,0,2,1,Cloudy,0.2,0.2121,0.47,0.1343,4,31,35,Springer,0.4878048780487805,0.4242,0.4699999999999999,0.20044776119402985
244,2011-01-11,1,0,1,12,0,2,1,Cloudy,0.2,0.2273,0.51,0.1045,2,55,57,Springer,0.4878048780487805,0.45459999999999995,0.51,0.15597014925373134
245,2011-01-11,1,0,1,13,0,2,1,Cloudy,0.2,0.2273,0.59,0.0896,6,46,52,Springer,0.4878048780487805,0.45459999999999995,0.59,0.1337313432835821
246,2011-01-11,1,0,1,14,0,2,1,Cloudy,0.2,0.2273,0.59,0.0896,3,60,63,Springer,0.4878048780487805,0.45459999999999995,0.59,0.1337313432835821
247,2011-01-11,1,0,1,15,0,2,1,Cloudy,0.16,0.197,0.8,0.0896,2,45,47,Springer,0.3902439024390244,0.394,0.8,0.1337313432835821
248,2011-01-11,1,0,1,16,0,2,1,Cloudy,0.16,0.1515,0.86,0.2239,4,72,76,Springer,0.3902439024390244,0.303,0.86,0.3341791044776119
249,2011-01-11,1,0,1,17,0,2,1,Cloudy,0.16,0.1515,0.86,0.2239,6,130,136,Springer,0.3902439024390244,0.303,0.86,0.3341791044776119
250,2011-01-11,1,0,1,18,0,2,1,Rainy,0.16,0.1818,0.93,0.1045,1,94,95,Springer,0.3902439024390244,0.3636,0.93,0.15597014925373134
251,2011-01-11,1,0,1,19,0,2,1,Rainy,0.16,0.2273,0.93,0.0,0,51,51,Springer,0.3902439024390244,0.45459999999999995,0.93,0.0
252,2011-01-11,1,0,1,20,0,2,1,Rainy,0.16,0.1515,0.93,0.194,0,32,32,Springer,0.3902439024390244,0.303,0.93,0.2895522388059702
253,2011-01-11,1,0,1,21,0,2,1,Rainy,0.16,0.197,0.86,0.0896,0,20,20,Springer,0.3902439024390244,0.394,0.86,0.1337313432835821
254,2011-01-11,1,0,1,22,0,2,1,Rainy,0.16,0.1818,0.93,0.1045,1,28,29,Springer,0.3902439024390244,0.3636,0.93,0.15597014925373134
255,2011-01-11,1,0,1,23,0,2,1,Rainy,0.16,0.197,0.93,0.0896,1,18,19,Springer,0.3902439024390244,0.394,0.93,0.1337313432835821
256,2011-01-12,1,0,1,0,0,3,1,Cloudy,0.16,0.197,0.86,0.0896,0,7,7,Springer,0.3902439024390244,0.394,0.86,0.1337313432835821
257,2011-01-12,1,0,1,1,0,3,1,Cloudy,0.16,0.1818,0.86,0.1045,0,6,6,Springer,0.3902439024390244,0.3636,0.86,0.15597014925373134
258,2011-01-12,1,0,1,2,0,3,1,Sunny,0.14,0.1515,0.86,0.1343,0,1,1,Springer,0.34146341463414637,0.303,0.86,0.20044776119402985
259,2011-01-12,1,0,1,5,0,3,1,Sunny,0.14,0.1515,0.86,0.1642,0,5,5,Springer,0.34146341463414637,0.303,0.86,0.24507462686567164
260,2011-01-12,1,0,1,6,0,3,1,Sunny,0.12,0.1515,0.93,0.1343,0,16,16,Springer,0.2926829268292683,0.303,0.93,0.20044776119402985
261,2011-01-12,1,0,1,7,0,3,1,Sunny,0.14,0.1515,0.69,0.1343,0,54,54,Springer,0.34146341463414637,0.303,0.69,0.20044776119402985
262,2011-01-12,1,0,1,8,0,3,1,Sunny,0.16,0.1667,0.59,0.1642,3,125,128,Springer,0.3902439024390244,0.3334,0.59,0.24507462686567164
263,2011-01-12,1,0,1,9,0,3,1,Sunny,0.16,0.1364,0.59,0.3284,3,78,81,Springer,0.3902439024390244,0.2728,0.59,0.49014925373134327
264,2011-01-12,1,0,1,10,0,3,1,Sunny,0.18,0.1818,0.55,0.2239,0,39,39,Springer,0.4390243902439024,0.3636,0.55,0.3341791044776119
265,2011-01-12,1,0,1,11,0,3,1,Sunny,0.2,0.1818,0.51,0.3881,3,32,35,Springer,0.4878048780487805,0.3636,0.51,0.5792537313432835
266,2011-01-12,1,0,1,12,0,3,1,Sunny,0.2,0.1515,0.47,0.5821,3,52,55,Springer,0.4878048780487805,0.303,0.4699999999999999,0.8688059701492538
267,2011-01-12,1,0,1,13,0,3,1,Sunny,0.22,0.197,0.44,0.3582,0,49,49,Springer,0.5365853658536586,0.394,0.44,0.5346268656716419
268,2011-01-12,1,0,1,14,0,3,1,Sunny,0.2,0.1818,0.47,0.3284,0,44,44,Springer,0.4878048780487805,0.3636,0.4699999999999999,0.49014925373134327
269,2011-01-12,1,0,1,15,0,3,1,Sunny,0.2,0.1667,0.47,0.4179,1,48,49,Springer,0.4878048780487805,0.3334,0.4699999999999999,0.623731343283582
270,2011-01-12,1,0,1,16,0,3,1,Sunny,0.22,0.197,0.44,0.3284,5,63,68,Springer,0.5365853658536586,0.394,0.44,0.49014925373134327
271,2011-01-12,1,0,1,17,0,3,1,Sunny,0.2,0.1818,0.47,0.3582,0,139,139,Springer,0.4878048780487805,0.3636,0.4699999999999999,0.5346268656716419
272,2011-01-12,1,0,1,18,0,3,1,Sunny,0.2,0.1515,0.47,0.5224,2,135,137,Springer,0.4878048780487805,0.303,0.4699999999999999,0.7797014925373134
273,2011-01-12,1,0,1,19,0,3,1,Sunny,0.18,0.1515,0.47,0.4179,1,82,83,Springer,0.4390243902439024,0.303,0.4699999999999999,0.623731343283582
274,2011-01-12,1,0,1,20,0,3,1,Sunny,0.16,0.1364,0.5,0.3284,2,54,56,Springer,0.3902439024390244,0.2728,0.5,0.49014925373134327
275,2011-01-12,1,0,1,21,0,3,1,Sunny,0.16,0.1364,0.55,0.3284,0,57,57,Springer,0.3902439024390244,0.2728,0.55,0.49014925373134327
276,2011-01-12,1,0,1,22,0,3,1,Sunny,0.16,0.1212,0.55,0.4478,1,32,33,Springer,0.3902439024390244,0.2424,0.55,0.6683582089552238
277,2011-01-12,1,0,1,23,0,3,1,Sunny,0.14,0.1061,0.59,0.4179,1,19,20,Springer,0.34146341463414637,0.21220000000000003,0.59,0.623731343283582
278,2011-01-13,1,0,1,0,0,4,1,Sunny,0.14,0.1212,0.59,0.2836,1,6,7,Springer,0.34146341463414637,0.2424,0.59,0.42328358208955225
279,2011-01-13,1,0,1,1,0,4,1,Sunny,0.14,0.1212,0.5,0.2836,0,2,2,Springer,0.34146341463414637,0.2424,0.5,0.42328358208955225
280,2011-01-13,1,0,1,2,0,4,1,Sunny,0.14,0.1212,0.5,0.3582,0,2,2,Springer,0.34146341463414637,0.2424,0.5,0.5346268656716419
281,2011-01-13,1,0,1,3,0,4,1,Sunny,0.14,0.1212,0.5,0.3284,0,3,3,Springer,0.34146341463414637,0.2424,0.5,0.49014925373134327
282,2011-01-13,1,0,1,4,0,4,1,Sunny,0.14,0.1212,0.5,0.2537,0,4,4,Springer,0.34146341463414637,0.2424,0.5,0.37865671641791043
283,2011-01-13,1,0,1,5,0,4,1,Sunny,0.14,0.1212,0.5,0.2985,0,3,3,Springer,0.34146341463414637,0.2424,0.5,0.4455223880597015
284,2011-01-13,1,0,1,6,0,4,1,Sunny,0.12,0.1515,0.54,0.1343,0,28,28,Springer,0.2926829268292683,0.303,0.54,0.20044776119402985
285,2011-01-13,1,0,1,7,0,4,1,Sunny,0.12,0.1515,0.54,0.1343,0,72,72,Springer,0.2926829268292683,0.303,0.54,0.20044776119402985
286,2011-01-13,1,0,1,8,0,4,1,Sunny,0.14,0.1364,0.5,0.194,5,197,202,Springer,0.34146341463414637,0.2728,0.5,0.2895522388059702
287,2011-01-13,1,0,1,9,0,4,1,Sunny,0.14,0.1212,0.5,0.3284,2,137,139,Springer,0.34146341463414637,0.2424,0.5,0.49014925373134327
288,2011-01-13,1,0,1,10,0,4,1,Cloudy,0.16,0.1364,0.5,0.3582,2,36,38,Springer,0.3902439024390244,0.2728,0.5,0.5346268656716419
289,2011-01-13,1,0,1,11,0,4,1,Cloudy,0.2,0.1667,0.44,0.4478,4,33,37,Springer,0.4878048780487805,0.3334,0.44,0.6683582089552238
290,2011-01-13,1,0,1,12,0,4,1,Sunny,0.2,0.1667,0.44,0.4179,3,49,52,Springer,0.4878048780487805,0.3334,0.44,0.623731343283582
291,2011-01-13,1,0,1,13,0,4,1,Sunny,0.22,0.197,0.41,0.4478,2,81,83,Springer,0.5365853658536586,0.394,0.4099999999999999,0.6683582089552238
292,2011-01-13,1,0,1,14,0,4,1,Sunny,0.22,0.197,0.41,0.3881,3,39,42,Springer,0.5365853658536586,0.394,0.4099999999999999,0.5792537313432835
293,2011-01-13,1,0,1,15,0,4,1,Sunny,0.24,0.2121,0.38,0.2985,5,55,60,Springer,0.5853658536585366,0.4242,0.38,0.4455223880597015
294,2011-01-13,1,0,1,16,0,4,1,Sunny,0.24,0.2121,0.38,0.3582,2,76,78,Springer,0.5853658536585366,0.4242,0.38,0.5346268656716419
295,2011-01-13,1,0,1,17,0,4,1,Sunny,0.2,0.1818,0.4,0.2836,4,158,162,Springer,0.4878048780487805,0.3636,0.4,0.42328358208955225
296,2011-01-13,1,0,1,18,0,4,1,Sunny,0.2,0.1818,0.4,0.3284,3,141,144,Springer,0.4878048780487805,0.3636,0.4,0.49014925373134327
297,2011-01-13,1,0,1,19,0,4,1,Sunny,0.16,0.1515,0.47,0.2537,1,98,99,Springer,0.3902439024390244,0.303,0.4699999999999999,0.37865671641791043
298,2011-01-13,1,0,1,20,0,4,1,Sunny,0.16,0.1515,0.47,0.2239,0,64,64,Springer,0.3902439024390244,0.303,0.4699999999999999,0.3341791044776119
299,2011-01-13,1,0,1,21,0,4,1,Sunny,0.14,0.1212,0.46,0.2985,0,40,40,Springer,0.34146341463414637,0.2424,0.45999999999999996,0.4455223880597015
300,2011-01-13,1,0,1,22,0,4,1,Sunny,0.14,0.1212,0.46,0.3284,0,30,30,Springer,0.34146341463414637,0.2424,0.45999999999999996,0.49014925373134327
301,2011-01-13,1,0,1,23,0,4,1,Sunny,0.12,0.1364,0.5,0.194,1,14,15,Springer,0.2926829268292683,0.2728,0.5,0.2895522388059702
302,2011-01-14,1,0,1,0,0,5,1,Sunny,0.12,0.1364,0.5,0.194,0,14,14,Springer,0.2926829268292683,0.2728,0.5,0.2895522388059702
303,2011-01-14,1,0,1,1,0,5,1,Sunny,0.1,0.1212,0.54,0.1642,0,5,5,Springer,0.24390243902439024,0.2424,0.54,0.24507462686567164
304,2011-01-14,1,0,1,2,0,5,1,Sunny,0.1,0.1212,0.54,0.1343,0,1,1,Springer,0.24390243902439024,0.2424,0.54,0.20044776119402985
305,2011-01-14,1,0,1,3,0,5,1,Sunny,0.1,0.1364,0.54,0.1045,0,1,1,Springer,0.24390243902439024,0.2728,0.54,0.15597014925373134
306,2011-01-14,1,0,1,5,0,5,1,Sunny,0.1,0.1364,0.54,0.0896,0,8,8,Springer,0.24390243902439024,0.2728,0.54,0.1337313432835821
307,2011-01-14,1,0,1,6,0,5,1,Sunny,0.1,0.1818,0.54,0.0,0,17,17,Springer,0.24390243902439024,0.3636,0.54,0.0
308,2011-01-14,1,0,1,7,0,5,1,Sunny,0.1,0.1212,0.74,0.1642,0,70,70,Springer,0.24390243902439024,0.2424,0.74,0.24507462686567164
309,2011-01-14,1,0,1,8,0,5,1,Sunny,0.12,0.1667,0.68,0.0,2,156,158,Springer,0.2926829268292683,0.3334,0.68,0.0
310,2011-01-14,1,0,1,9,0,5,1,Sunny,0.14,0.1515,0.69,0.1343,0,117,117,Springer,0.34146341463414637,0.303,0.69,0.20044776119402985
311,2011-01-14,1,0,1,10,0,5,1,Sunny,0.18,0.1818,0.55,0.194,4,40,44,Springer,0.4390243902439024,0.3636,0.55,0.2895522388059702
312,2011-01-14,1,0,1,11,0,5,1,Sunny,0.18,0.1667,0.51,0.2836,6,47,53,Springer,0.4390243902439024,0.3334,0.51,0.42328358208955225
313,2011-01-14,1,0,1,12,0,5,1,Sunny,0.2,0.197,0.44,0.2537,2,59,61,Springer,0.4878048780487805,0.394,0.44,0.37865671641791043
314,2011-01-14,1,0,1,13,0,5,1,Sunny,0.22,0.197,0.37,0.3881,4,73,77,Springer,0.5365853658536586,0.394,0.37,0.5792537313432835
315,2011-01-14,1,0,1,14,0,5,1,Sunny,0.22,0.2121,0.41,0.2836,5,59,64,Springer,0.5365853658536586,0.4242,0.4099999999999999,0.42328358208955225
316,2011-01-14,1,0,1,15,0,5,1,Sunny,0.24,0.2424,0.38,0.1642,9,59,68,Springer,0.5853658536585366,0.4848,0.38,0.24507462686567164
317,2011-01-14,1,0,1,16,0,5,1,Sunny,0.22,0.2424,0.41,0.1045,3,87,90,Springer,0.5365853658536586,0.4848,0.4099999999999999,0.15597014925373134
318,2011-01-14,1,0,1,17,0,5,1,Sunny,0.22,0.2273,0.41,0.1642,4,155,159,Springer,0.5365853658536586,0.45459999999999995,0.4099999999999999,0.24507462686567164
319,2011-01-14,1,0,1,18,0,5,1,Sunny,0.2,0.2576,0.47,0.0,5,134,139,Springer,0.4878048780487805,0.5152,0.4699999999999999,0.0
320,2011-01-14,1,0,1,19,0,5,1,Sunny,0.16,0.197,0.59,0.0896,3,89,92,Springer,0.3902439024390244,0.394,0.59,0.1337313432835821
321,2011-01-14,1,0,1,20,0,5,1,Sunny,0.18,0.2424,0.59,0.0,0,68,68,Springer,0.4390243902439024,0.4848,0.59,0.0
322,2011-01-14,1,0,1,21,0,5,1,Sunny,0.16,0.2273,0.69,0.0,4,48,52,Springer,0.3902439024390244,0.45459999999999995,0.69,0.0
323,2011-01-14,1,0,1,22,0,5,1,Cloudy,0.16,0.2273,0.69,0.0,2,34,36,Springer,0.3902439024390244,0.45459999999999995,0.69,0.0
324,2011-01-14,1,0,1,23,0,5,1,Cloudy,0.18,0.2424,0.55,0.0,1,26,27,Springer,0.4390243902439024,0.4848,0.55,0.0
325,2011-01-15,1,0,1,0,0,6,0,Sunny,0.18,0.2424,0.55,0.0,3,25,28,Springer,0.4390243902439024,0.4848,0.55,0.0
326,2011-01-15,1,0,1,1,0,6,0,Cloudy,0.16,0.197,0.59,0.0896,2,18,20,Springer,0.3902439024390244,0.394,0.59,0.1337313432835821
327,2011-01-15,1,0,1,2,0,6,0,Cloudy,0.16,0.197,0.59,0.0896,0,12,12,Springer,0.3902439024390244,0.394,0.59,0.1337313432835821
328,2011-01-15,1,0,1,3,0,6,0,Cloudy,0.16,0.2273,0.59,0.0,1,7,8,Springer,0.3902439024390244,0.45459999999999995,0.59,0.0
329,2011-01-15,1,0,1,4,0,6,0,Cloudy,0.16,0.2273,0.59,0.0,0,5,5,Springer,0.3902439024390244,0.45459999999999995,0.59,0.0
330,2011-01-15,1,0,1,5,0,6,0,Sunny,0.16,0.2273,0.59,0.0,0,1,1,Springer,0.3902439024390244,0.45459999999999995,0.59,0.0
331,2011-01-15,1,0,1,6,0,6,0,Sunny,0.14,0.1667,0.63,0.1045,1,2,3,Springer,0.34146341463414637,0.3334,0.63,0.15597014925373134
332,2011-01-15,1,0,1,7,0,6,0,Sunny,0.14,0.2121,0.63,0.0,1,9,10,Springer,0.34146341463414637,0.4242,0.63,0.0
