instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
624,2012-09-15,3,1,9,0,6,0,Sunny,0.608333,0.585867,0.501667,0.247521,3160,5554,8714,0,Fall,1.483739024390244,1.171734,0.501667,0.36943432835820894
625,2012-09-16,3,1,9,0,0,0,Sunny,0.58,0.563125,0.57,0.0901833,2166,5167,7333,0,Fall,1.4146341463414633,1.12625,0.57,0.13460194029850744
626,2012-09-17,3,1,9,0,1,1,Cloudy,0.580833,0.55305,0.734583,0.151742,1022,5847,6869,0,Fall,1.4166658536585366,1.1061,0.734583,0.22648059701492534
627,2012-09-18,3,1,9,0,2,1,Cloudy,0.623333,0.565067,0.8725,0.357587,371,3702,4073,0,Fall,1.5203243902439025,1.130134,0.8725,0.5337119402985074
628,2012-09-19,3,1,9,0,3,1,Sunny,0.5525,0.540404,0.536667,0.215175,788,6803,7591,0,Fall,1.3475609756097562,1.080808,0.536667,0.32115671641791044
629,2012-09-20,3,1,9,0,4,1,Sunny,0.546667,0.532192,0.618333,0.118167,939,6781,7720,0,Fall,1.3333341463414634,1.064384,0.618333,0.1763686567164179
630,2012-09-21,3,1,9,0,5,1,Sunny,0.599167,0.571971,0.66875,0.154229,1250,6917,8167,0,Fall,1.4613829268292684,1.143942,0.66875,0.23019253731343284
631,2012-09-22,3,1,9,0,6,0,Sunny,0.65,0.610488,0.646667,0.283583,2512,5883,8395,0,Fall,1.5853658536585367,1.220976,0.646667,0.4232582089552238
632,2012-09-23,4,1,9,0,0,0,Sunny,0.529167,0.518933,0.467083,0.223258,2454,5453,7907,0,Winter,1.290651219512195,1.037866,0.46708299999999997,0.33322089552238804
633,2012-09-24,4,1,9,0,1,1,Sunny,0.514167,0.502513,0.492917,0.142404,1001,6435,7436,0,Winter,1.2540658536585365,1.005026,0.492917,0.21254328358208957
634,2012-09-25,4,1,9,0,2,1,Sunny,0.55,0.544179,0.57,0.236321,845,6693,7538,0,Winter,1.3414634146341464,1.088358,0.57,0.3527179104477612
635,2012-09-26,4,1,9,0,3,1,Sunny,0.635,0.596613,0.630833,0.2444,787,6946,7733,0,Winter,1.548780487804878,1.193226,0.630833,0.3647761194029851
636,2012-09-27,4,1,9,0,4,1,Cloudy,0.65,0.607975,0.690833,0.134342,751,6642,7393,0,Winter,1.5853658536585367,1.21595,0.690833,0.20051044776119403
637,2012-09-28,4,1,9,0,5,1,Cloudy,0.619167,0.585863,0.69,0.164179,1045,6370,7415,0,Winter,1.5101634146341465,1.171726,0.69,0.24504328358208954
638,2012-09-29,4,1,9,0,6,0,Sunny,0.5425,0.530296,0.542917,0.227604,2589,5966,8555,0,Winter,1.3231707317073171,1.060592,0.542917,0.33970746268656715
639,2012-09-30,4,1,9,0,0,0,Sunny,0.526667,0.517663,0.583333,0.134958,2015,4874,6889,0,Winter,1.2845536585365853,1.035326,0.583333,0.20142985074626862
640,2012-10-01,4,1,10,0,1,1,Cloudy,0.520833,0.512,0.649167,0.0908042,763,6015,6778,0,Winter,1.2703243902439023,1.024,0.649167,0.13552865671641792
641,2012-10-02,4,1,10,0,2,1,Rainy,0.590833,0.542333,0.871667,0.104475,315,4324,4639,0,Winter,1.4410560975609756,1.084666,0.871667,0.1559328358208955
642,2012-10-03,4,1,10,0,3,1,Cloudy,0.6575,0.599133,0.79375,0.0665458,728,6844,7572,0,Winter,1.603658536585366,1.198266,0.79375,0.09932208955223881
643,2012-10-04,4,1,10,0,4,1,Cloudy,0.6575,0.607975,0.722917,0.117546,891,6437,7328,0,Winter,1.603658536585366,1.21595,0.722917,0.1754417910447761
644,2012-10-05,4,1,10,0,5,1,Sunny,0.615,0.580187,0.6275,0.10635,1516,6640,8156,0,Winter,1.5,1.160374,0.6275,0.1587313432835821
645,2012-10-06,4,1,10,0,6,0,Sunny,0.554167,0.538521,0.664167,0.268025,3031,4934,7965,0,Winter,1.3516268292682927,1.077042,0.664167,0.40003731343283583
646,2012-10-07,4,1,10,0,0,0,Cloudy,0.415833,0.419813,0.708333,0.141162,781,2729,3510,0,Winter,1.0142268292682928,0.8396259999999999,0.708333,0.210689552238806
647,2012-10-08,4,1,10,1,1,0,Cloudy,0.383333,0.387608,0.709583,0.189679,874,4604,5478,0,Winter,0.9349585365853659,0.775216,0.709583,0.2831029850746269
648,2012-10-09,4,1,10,0,2,1,Cloudy,0.446667,0.438112,0.761667,0.1903,601,5791,6392,0,Winter,1.089431707317073,0.8762239999999999,0.761667,0.2840298507462687
649,2012-10-10,4,1,10,0,3,1,Sunny,0.514167,0.503142,0.630833,0.187821,780,6911,7691,0,Winter,1.2540658536585365,1.006284,0.630833,0.28032985074626865
650,2012-10-11,4,1,10,0,4,1,Sunny,0.435,0.431167,0.463333,0.181596,834,6736,7570,0,Winter,1.0609756097560976,0.862334,0.463333,0.2710388059701493
651,2012-10-12,4,1,10,0,5,1,Sunny,0.4375,0.433071,0.539167,0.235092,1060,6222,7282,0,Winter,1.0670731707317074,0.866142,0.539167,0.3508835820895522
652,2012-10-13,4,1,10,0,6,0,Sunny,0.393333,0.391396,0.494583,0.146142,2252,4857,7109,0,Winter,0.9593487804878049,0.782792,0.494583,0.2181223880597015
653,2012-10-14,4,1,10,0,0,0,Sunny,0.521667,0.508204,0.640417,0.278612,2080,4559,6639,0,Winter,1.2723585365853658,1.016408,0.640417,0.4158388059701493
654,2012-10-15,4,1,10,0,1,1,Cloudy,0.561667,0.53915,0.7075,0.296037,760,5115,5875,0,Winter,1.369919512195122,1.0783,0.7075,0.4418462686567164
655,2012-10-16,4,1,10,0,2,1,Sunny,0.468333,0.460846,0.558333,0.182221,922,6612,7534,0,Winter,1.1422756097560975,0.921692,0.558333,0.27197164179104477
656,2012-10-17,4,1,10,0,3,1,Sunny,0.455833,0.450108,0.692917,0.101371,979,6482,7461,0,Winter,1.1117878048780487,0.900216,0.692917,0.1513
657,2012-10-18,4,1,10,0,4,1,Cloudy,0.5225,0.512625,0.728333,0.236937,1008,6501,7509,0,Winter,1.274390243902439,1.02525,0.728333,0.35363731343283583
658,2012-10-19,4,1,10,0,5,1,Cloudy,0.563333,0.537896,0.815,0.134954,753,4671,5424,0,Winter,1.3739829268292683,1.075792,0.815,0.20142388059701488
659,2012-10-20,4,1,10,0,6,0,Sunny,0.484167,0.472842,0.572917,0.117537,2806,5284,8090,0,Winter,1.1808951219512194,0.945684,0.572917,0.17542835820895522
660,2012-10-21,4,1,10,0,0,0,Sunny,0.464167,0.456429,0.51,0.166054,2132,4692,6824,0,Winter,1.1321146341463413,0.912858,0.51,0.2478417910447761
661,2012-10-22,4,1,10,0,1,1,Sunny,0.4875,0.482942,0.568333,0.0814833,830,6228,7058,0,Winter,1.1890243902439024,0.965884,0.568333,0.12161686567164179
662,2012-10-23,4,1,10,0,2,1,Sunny,0.544167,0.530304,0.641667,0.0945458,841,6625,7466,0,Winter,1.3272365853658536,1.060608,0.641667,0.1411131343283582
663,2012-10-24,4,1,10,0,3,1,Sunny,0.5875,0.558721,0.63625,0.0727792,795,6898,7693,0,Winter,1.4329268292682928,1.117442,0.63625,0.10862567164179106
664,2012-10-25,4,1,10,0,4,1,Cloudy,0.55,0.529688,0.800417,0.124375,875,6484,7359,0,Winter,1.3414634146341464,1.059376,0.8004169999999999,0.18563432835820895
665,2012-10-26,4,1,10,0,5,1,Cloudy,0.545833,0.52275,0.807083,0.132467,1182,6262,7444,0,Winter,1.3313,1.0455,0.8070829999999999,0.19771194029850747
666,2012-10-27,4,1,10,0,6,0,Cloudy,0.53,0.515133,0.72,0.235692,2643,5209,7852,0,Winter,1.2926829268292683,1.030266,0.72,0.35177910447761196
667,2012-10-28,4,1,10,0,0,0,Cloudy,0.4775,0.467771,0.694583,0.398008,998,3461,4459,0,Winter,1.1646341463414633,0.935542,0.694583,0.5940417910447761
668,2012-10-29,4,1,10,0,1,1,Rainy,0.44,0.4394,0.88,0.3582,2,20,22,0,Winter,1.0731707317073171,0.8788,0.88,0.5346268656716419
669,2012-10-30,4,1,10,0,2,1,Cloudy,0.318182,0.309909,0.825455,0.213009,87,1009,1096,0,Winter,0.7760536585365854,0.619818,0.8254550000000002,0.31792388059701493
670,2012-10-31,4,1,10,0,3,1,Cloudy,0.3575,0.3611,0.666667,0.166667,419,5147,5566,0,Winter,0.871951219512195,0.7222,0.666667,0.24875671641791047
671,2012-11-01,4,1,11,0,4,1,Cloudy,0.365833,0.369942,0.581667,0.157346,466,5520,5986,0,Winter,0.8922756097560975,0.739884,0.581667,0.23484477611940302
672,2012-11-02,4,1,11,0,5,1,Sunny,0.355,0.356042,0.522083,0.266175,618,5229,5847,0,Winter,0.8658536585365852,0.712084,0.522083,0.397276119402985
673,2012-11-03,4,1,11,0,6,0,Cloudy,0.343333,0.323846,0.49125,0.270529,1029,4109,5138,0,Winter,0.8373975609756097,0.647692,0.49125,0.40377462686567167
674,2012-11-04,4,1,11,0,0,0,Sunny,0.325833,0.329538,0.532917,0.179108,1201,3906,5107,0,Winter,0.7947146341463414,0.659076,0.532917,0.2673253731343283
675,2012-11-05,4,1,11,0,1,1,Sunny,0.319167,0.308075,0.494167,0.236325,378,4881,5259,0,Winter,0.7784560975609756,0.61615,0.494167,0.3527238805970149
676,2012-11-06,4,1,11,0,2,1,Sunny,0.280833,0.281567,0.567083,0.173513,466,5220,5686,0,Winter,0.6849585365853659,0.563134,0.567083,0.2589746268656717
677,2012-11-07,4,1,11,0,3,1,Cloudy,0.295833,0.274621,0.5475,0.304108,326,4709,5035,0,Winter,0.7215439024390244,0.549242,0.5475,0.4538925373134328
678,2012-11-08,4,1,11,0,4,1,Sunny,0.352174,0.341891,0.333478,0.347835,340,4975,5315,0,Winter,0.8589609756097561,0.683782,0.333478,0.5191567164179105
679,2012-11-09,4,1,11,0,5,1,Sunny,0.361667,0.355413,0.540833,0.214558,709,5283,5992,0,Winter,0.8821146341463415,0.710826,0.540833,0.3202358208955224
680,2012-11-10,4,1,11,0,6,0,Sunny,0.389167,0.393937,0.645417,0.0578458,2090,4446,6536,0,Winter,0.9491878048780487,0.7878740000000001,0.645417,0.08633701492537313
681,2012-11-11,4,1,11,0,0,0,Sunny,0.420833,0.421713,0.659167,0.1275,2290,4562,6852,0,Winter,1.0264219512195123,0.8434260000000001,0.659167,0.19029850746268656
682,2012-11-12,4,1,11,1,1,0,Sunny,0.485,0.475383,0.741667,0.173517,1097,5172,6269,0,Winter,1.1829268292682926,0.9507659999999999,0.741667,0.2589805970149254
683,2012-11-13,4,1,11,0,2,1,Cloudy,0.343333,0.323225,0.662917,0.342046,327,3767,4094,0,Winter,0.8373975609756097,0.64645,0.662917,0.5105164179104478
684,2012-11-14,4,1,11,0,3,1,Sunny,0.289167,0.281563,0.552083,0.199625,373,5122,5495,0,Winter,0.7052853658536586,0.563126,0.552083,0.2979477611940298
685,2012-11-15,4,1,11,0,4,1,Cloudy,0.321667,0.324492,0.620417,0.152987,320,5125,5445,0,Winter,0.7845536585365853,0.648984,0.620417,0.22833880597014927
686,2012-11-16,4,1,11,0,5,1,Sunny,0.345,0.347204,0.524583,0.171025,484,5214,5698,0,Winter,0.8414634146341462,0.694408,0.524583,0.25526119402985076
687,2012-11-17,4,1,11,0,6,0,Sunny,0.325,0.326383,0.545417,0.179729,1313,4316,5629,0,Winter,0.7926829268292683,0.652766,0.545417,0.26825223880597016
688,2012-11-18,4,1,11,0,0,0,Sunny,0.3425,0.337746,0.692917,0.227612,922,3747,4669,0,Winter,0.8353658536585367,0.675492,0.692917,0.33971940298507464
689,2012-11-19,4,1,11,0,1,1,Cloudy,0.380833,0.375621,0.623333,0.235067,449,5050,5499,0,Winter,0.9288609756097561,0.751242,0.623333,0.3508462686567164
690,2012-11-20,4,1,11,0,2,1,Cloudy,0.374167,0.380667,0.685,0.082725,534,5100,5634,0,Winter,0.9126024390243903,0.761334,0.685,0.12347014925373136
691,2012-11-21,4,1,11,0,3,1,Sunny,0.353333,0.364892,0.61375,0.103246,615,4531,5146,0,Winter,0.8617878048780487,0.729784,0.61375,0.15409850746268658
692,2012-11-22,4,1,11,1,4,0,Sunny,0.34,0.350371,0.580417,0.0528708,955,1470,2425,0,Winter,0.8292682926829269,0.700742,0.580417,0.07891164179104478
693,2012-11-23,4,1,11,0,5,1,Sunny,0.368333,0.378779,0.56875,0.148021,1603,2307,3910,0,Winter,0.8983731707317073,0.757558,0.56875,0.22092686567164183
694,2012-11-24,4,1,11,0,6,0,Sunny,0.278333,0.248742,0.404583,0.376871,532,1745,2277,0,Winter,0.6788609756097561,0.4974839999999999,0.404583,0.5624940298507463
695,2012-11-25,4,1,11,0,0,0,Sunny,0.245833,0.257583,0.468333,0.1505,309,2115,2424,0,Winter,0.5995926829268292,0.515166,0.46833300000000005,0.22462686567164178
696,2012-11-26,4,1,11,0,1,1,Sunny,0.313333,0.339004,0.535417,0.04665,337,4750,5087,0,Winter,0.7642268292682927,0.678008,0.535417,0.0696268656716418
697,2012-11-27,4,1,11,0,2,1,Cloudy,0.291667,0.281558,0.786667,0.237562,123,3836,3959,0,Winter,0.7113829268292684,0.563116,0.7866669999999999,0.35457014925373137
698,2012-11-28,4,1,11,0,3,1,Sunny,0.296667,0.289762,0.50625,0.210821,198,5062,5260,0,Winter,0.7235780487804879,0.579524,0.50625,0.3146582089552239
699,2012-11-29,4,1,11,0,4,1,Sunny,0.28087,0.298422,0.555652,0.115522,243,5080,5323,0,Winter,0.6850487804878049,0.596844,0.555652,0.17242089552238804
700,2012-11-30,4,1,11,0,5,1,Sunny,0.298333,0.323867,0.649583,0.0584708,362,5306,5668,0,Winter,0.7276414634146342,0.647734,0.649583,0.08726985074626867
701,2012-12-01,4,1,12,0,6,0,Cloudy,0.298333,0.316904,0.806667,0.0597042,951,4240,5191,0,Winter,0.7276414634146342,0.633808,0.806667,0.08911074626865671
702,2012-12-02,4,1,12,0,0,0,Cloudy,0.3475,0.359208,0.823333,0.124379,892,3757,4649,0,Winter,0.847560975609756,0.718416,0.8233330000000001,0.1856402985074627
703,2012-12-03,4,1,12,0,1,1,Sunny,0.4525,0.455796,0.7675,0.0827208,555,5679,6234,0,Winter,1.103658536585366,0.911592,0.7675,0.12346388059701492
704,2012-12-04,4,1,12,0,2,1,Sunny,0.475833,0.469054,0.73375,0.174129,551,6055,6606,0,Winter,1.1605682926829268,0.9381079999999999,0.73375,0.2598940298507463
705,2012-12-05,4,1,12,0,3,1,Sunny,0.438333,0.428012,0.485,0.324021,331,5398,5729,0,Winter,1.0691048780487804,0.856024,0.485,0.4836134328358209
706,2012-12-06,4,1,12,0,4,1,Sunny,0.255833,0.258204,0.50875,0.174754,340,5035,5375,0,Winter,0.6239829268292683,0.516408,0.50875,0.26082686567164176
707,2012-12-07,4,1,12,0,5,1,Cloudy,0.320833,0.321958,0.764167,0.1306,349,4659,5008,0,Winter,0.7825195121951218,0.643916,0.764167,0.19492537313432834
708,2012-12-08,4,1,12,0,6,0,Cloudy,0.381667,0.389508,0.91125,0.101379,1153,4429,5582,0,Winter,0.9308951219512194,0.779016,0.9112500000000001,0.15131194029850747
709,2012-12-09,4,1,12,0,0,0,Cloudy,0.384167,0.390146,0.905417,0.157975,441,2787,3228,0,Winter,0.9369926829268291,0.780292,0.905417,0.23578358208955225
710,2012-12-10,4,1,12,0,1,1,Cloudy,0.435833,0.435575,0.925,0.190308,329,4841,5170,0,Winter,1.0630073170731709,0.8711500000000001,0.9250000000000002,0.28404179104477617
711,2012-12-11,4,1,12,0,2,1,Cloudy,0.353333,0.338363,0.596667,0.296037,282,5219,5501,0,Winter,0.8617878048780487,0.676726,0.596667,0.4418462686567164
712,2012-12-12,4,1,12,0,3,1,Cloudy,0.2975,0.297338,0.538333,0.162937,310,5009,5319,0,Winter,0.725609756097561,0.594676,0.538333,0.24318955223880598
713,2012-12-13,4,1,12,0,4,1,Sunny,0.295833,0.294188,0.485833,0.174129,425,5107,5532,0,Winter,0.7215439024390244,0.588376,0.485833,0.2598940298507463
714,2012-12-14,4,1,12,0,5,1,Sunny,0.281667,0.294192,0.642917,0.131229,429,5182,5611,0,Winter,0.6869926829268294,0.588384,0.642917,0.19586417910447762
715,2012-12-15,4,1,12,0,6,0,Sunny,0.324167,0.338383,0.650417,0.10635,767,4280,5047,0,Winter,0.7906512195121951,0.676766,0.650417,0.1587313432835821
716,2012-12-16,4,1,12,0,0,0,Cloudy,0.3625,0.369938,0.83875,0.100742,538,3248,3786,0,Winter,0.8841463414634145,0.739876,0.8387499999999999,0.15036119402985074
717,2012-12-17,4,1,12,0,1,1,Cloudy,0.393333,0.4015,0.907083,0.0982583,212,4373,4585,0,Winter,0.9593487804878049,0.803,0.907083,0.14665417910447762
718,2012-12-18,4,1,12,0,2,1,Sunny,0.410833,0.409708,0.66625,0.221404,433,5124,5557,0,Winter,1.0020317073170733,0.819416,0.66625,0.3304537313432836
719,2012-12-19,4,1,12,0,3,1,Sunny,0.3325,0.342162,0.625417,0.184092,333,4934,5267,0,Winter,0.8109756097560976,0.684324,0.625417,0.2747641791044776
720,2012-12-20,4,1,12,0,4,1,Cloudy,0.33,0.335217,0.667917,0.132463,314,3814,4128,0,Winter,0.8048780487804879,0.670434,0.667917,0.19770597014925373
721,2012-12-21,1,1,12,0,5,1,Cloudy,0.326667,0.301767,0.556667,0.374383,221,3402,3623,0,Springer,0.7967487804878048,0.603534,0.556667,0.5587805970149253
722,2012-12-22,1,1,12,0,6,0,Sunny,0.265833,0.236113,0.44125,0.407346,205,1544,1749,0,Springer,0.6483731707317073,0.472226,0.44125,0.6079791044776118
723,2012-12-23,1,1,12,0,0,0,Sunny,0.245833,0.259471,0.515417,0.133083,408,1379,1787,0,Springer,0.5995926829268292,0.518942,0.515417,0.1986313432835821
724,2012-12-24,1,1,12,0,1,1,Cloudy,0.231304,0.2589,0.791304,0.0772304,174,746,920,0,Springer,0.5641560975609756,0.5178,0.791304,0.1152692537313433
725,2012-12-25,1,1,12,1,2,0,Cloudy,0.291304,0.294465,0.734783,0.168726,440,573,1013,0,Springer,0.7104975609756098,0.58893,0.734783,0.2518298507462686
726,2012-12-26,1,1,12,0,3,1,Rainy,0.243333,0.220333,0.823333,0.316546,9,432,441,0,Springer,0.5934951219512195,0.440666,0.8233330000000001,0.4724567164179104
727,2012-12-27,1,1,12,0,4,1,Cloudy,0.254167,0.226642,0.652917,0.350133,247,1867,2114,0,Springer,0.619919512195122,0.45328399999999996,0.652917,0.5225865671641792
728,2012-12-28,1,1,12,0,5,1,Cloudy,0.253333,0.255046,0.59,0.155471,644,2451,3095,0,Springer,0.6178853658536585,0.510092,0.59,0.23204626865671643
729,2012-12-29,1,1,12,0,6,0,Cloudy,0.253333,0.2424,0.752917,0.124383,159,1182,1341,0,Springer,0.6178853658536585,0.4848,0.752917,0.1856462686567164
730,2012-12-30,1,1,12,0,0,0,Sunny,0.255833,0.2317,0.483333,0.350754,364,1432,1796,0,Springer,0.6239829268292683,0.46340000000000003,0.483333,0.523513432835821
731,2012-12-31,1,1,12,0,1,1,Cloudy,0.215833,0.223487,0.5775,0.154846,439,2290,2729,0,Springer,0.5264219512195122,0.446974,0.5775,0.2311134328358209
